,state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,metric_used,method,year,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,valid_day_count,required_day_count,exceptional_data_count,null_observation_count,primary_exceedance_count,secondary_exceedance_count,certification_indicator,arithmetic_mean,standard_deviation,first_max_value,first_max_datetime,second_max_value,second_max_datetime,third_max_value,third_max_datetime,fourth_max_value,fourth_max_datetime,first_max_nonoverlap_value,first_max_n_o_datetime,second_max_nonoverlap_value,second_max_n_o_datetime,ninety_ninth_percentile,ninety_eighth_percentile,ninety_fifth_percentile,ninetieth_percentile,seventy_fifth_percentile,fiftieth_percentile,tenth_percentile,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
939,06,063,1010,88101,2,39.81336,-120.47069,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),Concurred Events Excluded,28,90.0,N,28,31,3,3,,,Certified,32.614286,83.26582,449.9,2020-09-12 00:00,69.4,2020-08-19 00:00,55.9,2020-08-31 00:00,32.8,2020-11-11 00:00,,,,,449.9,449.9,69.4,55.9,21.5,13.7,4.7,Portola,"420 Gulling Street, Portola, CA 96122",California,Plumas,Portola,,,2021-10-31
945,06,063,1010,88101,1,39.81336,-120.47069,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),Events Excluded,101,93.0,Y,114,122,0,9,,,Certified,13.086139,10.861971,59.6,2020-12-20 00:00,40.6,2020-02-06 00:00,39.8,2020-01-25 00:00,33.3,2020-11-11 00:00,,,,,40.6,39.8,32.5,27.6,18.2,6.9,,Portola,"420 Gulling Street, Portola, CA 96122",California,Plumas,Portola,,,2021-10-31
951,06,063,1010,88101,1,39.81336,-120.47069,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),Events Inclucded,114,93.0,Y,114,122,13,9,,,Certified,21.402632,44.81649,453.4,2020-09-12 00:00,92.4,2020-08-22 00:00,76.3,2020-09-30 00:00,75.1,2020-09-03 00:00,,,,,92.4,76.3,70.3,40.6,22.3,10.8,3.8,Portola,"420 Gulling Street, Portola, CA 96122",California,Plumas,Portola,,,2021-10-31
957,06,063,1010,88101,1,39.81336,-120.47069,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),Concurred Events Excluded,114,93.0,Y,114,122,13,9,,,Certified,21.402632,44.81649,453.4,2020-09-12 00:00,92.4,2020-08-22 00:00,76.3,2020-09-30 00:00,75.1,2020-09-03 00:00,,,,,92.4,76.3,70.3,40.6,22.3,10.8,3.8,Portola,"420 Gulling Street, Portola, CA 96122",California,Plumas,Portola,,,2021-10-31
963,06,063,1006,88101,1,39.939567,-120.944376,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,197,54.0,N,197,366,0,31,,,Certified,17.477665,22.625065,141.3,2020-08-22 00:00,122.8,2020-09-21 00:00,119.0,2020-08-28 00:00,108.6,2020-09-30 00:00,,,,,122.8,108.6,66.9,28.9,17.7,11.2,4.5,Quincy-N Church Street,"267 N. CHURCH ST., QUINCY, CA. 95971",California,Plumas,Quincy,,,2021-10-31
970,06,103,0007,88101,3,40.17093,-122.25556,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,350,96.0,Y,350,366,0,0,,,Certified,13.332857,20.894468,142.9,2020-09-13 00:00,138.1,2020-09-14 00:00,113.5,2020-08-22 00:00,110.9,2020-09-10 00:00,,,,,110.9,87.1,62.9,33.5,11.2,6.5,2.4,Red Bluff-Walnut St. District Office,"1834 Walnut Street, Red Bluff, CA 96080",California,Tehama,Red Bluff,39780,"Red Bluff, CA",2021-10-31
977,06,089,0004,88101,3,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,26,7.0,N,26,366,0,0,,,Certification not required,7.711538,5.295003,20.4,2020-12-25 00:00,18.4,2020-12-16 00:00,16.5,2020-12-21 00:00,13.9,2020-12-30 00:00,,,,,20.4,20.4,18.4,16.5,11.0,6.5,1.7,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2021-10-31
983,06,089,0004,88101,1,40.55013,-122.38092,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,56,90.0,N,55,61,0,3,,,Certified,10.8375,13.356327,68.3,2020-09-30 00:00,65.6,2020-09-12 00:00,40.7,2020-09-06 00:00,29.3,2020-09-24 00:00,,,,,68.3,65.6,40.7,25.9,12.6,6.1,2.7,Redding - Health Department,"HLTH CTR-2630 BRESLAUER WAY, REDDING",California,Shasta,Redding,39820,"Redding, CA",2021-10-31
990,06,081,1001,88101,3,37.482934,-122.20337,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,353,96.0,Y,353,366,0,0,,,Certified,9.835411,13.592339,124.1,2020-09-11 00:00,116.0,2020-09-14 00:00,101.5,2020-09-13 00:00,98.6,2020-09-12 00:00,,,,,98.6,45.7,29.3,16.2,10.0,6.4,2.9,Redwood City,897 BARRON AVE.,California,San Mateo,Redwood City,41860,"San Francisco-Oakland-Hayward, CA",2021-10-31
996,06,037,1201,88101,1,34.19925,-118.53276,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,119,98.0,Y,119,122,0,3,,,Certified,11.146218,8.581383,73.8,2020-07-05 00:00,36.4,2020-09-12 00:00,36.0,2020-09-15 00:00,27.6,2020-10-21 00:00,,,,,36.4,36.0,26.4,18.8,13.2,9.2,3.3,Reseda,"18330 GAULT ST., RESEDA",California,Los Angeles,Reseda,31080,"Los Angeles-Long Beach-Anaheim, CA",2021-10-31
1003,06,029,0018,88101,1,35.642943,-117.715066,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,361,99.0,Y,361,366,0,0,,,Certified,7.820222,12.259307,125.4,2020-09-08 00:00,79.8,2020-09-07 00:00,63.3,2020-09-24 00:00,58.7,2020-08-23 00:00,,,,,58.7,48.1,28.0,17.5,7.5,4.2,0.9,Ridgecrest-Ward,"2051 Ward, Ridgecrest CA",California,Kern,Ridgecrest,12540,"Bakersfield, CA",2021-10-31
1010,06,061,0006,88101,3,38.74643,-121.26498,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,18,5.0,N,18,366,0,0,,,Certified,13.561111,5.779186,26.5,2020-12-24 00:00,22.1,2020-12-20 00:00,21.4,2020-12-21 00:00,19.1,2020-12-23 00:00,,,,,26.5,26.5,26.5,22.1,16.4,13.7,7.5,Roseville-N Sunrise Ave," 151 NO SUNRISE BLVD, ROSEVILLE, CA",California,Placer,Roseville,40900,"Sacramento--Roseville--Arden-Arcade, CA",2021-10-31
1016,06,061,0006,88101,2,38.74643,-121.26498,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,24,77.0,N,24,31,0,4,,,Certified,10.595833,9.975251,48.5,2020-08-31 00:00,23.0,2020-01-04 00:00,22.9,2020-09-19 00:00,17.3,2020-10-30 00:00,,,,,48.5,48.5,23.0,22.9,12.6,8.8,3.3,Roseville-N Sunrise Ave," 151 NO SUNRISE BLVD, ROSEVILLE, CA",California,Placer,Roseville,40900,"Sacramento--Roseville--Arden-Arcade, CA",2021-10-31
1022,06,061,0006,88101,1,38.74643,-121.26498,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,54,89.0,N,54,61,0,3,,,Certified,13.077778,18.111986,121.3,2020-09-12 00:00,52.2,2020-09-30 00:00,48.7,2020-08-31 00:00,34.9,2020-08-19 00:00,,,,,121.3,52.2,48.7,23.0,12.3,8.0,3.6,Roseville-N Sunrise Ave," 151 NO SUNRISE BLVD, ROSEVILLE, CA",California,Placer,Roseville,40900,"Sacramento--Roseville--Arden-Arcade, CA",2021-10-31
1028,06,065,8001,88101,1,33.99958,-117.41601,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,354,97.0,Y,354,366,0,12,,,Certified,13.273729,8.641698,59.9,2020-09-12 00:00,54.7,2020-09-13 00:00,47.9,2020-09-14 00:00,47.6,2020-09-15 00:00,,,,,47.6,40.3,29.2,23.6,16.6,11.6,4.3,Rubidoux,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,40140,"Riverside-San Bernardino-Ontario, CA",2021-10-31
1035,06,065,8001,88101,9,33.99958,-117.41601,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,353,96.0,Y,353,366,0,0,,,Certified,13.813031,8.386793,61.9,2020-09-12 00:00,56.7,2020-09-13 00:00,49.0,2020-09-15 00:00,48.8,2020-09-14 00:00,,,,,48.8,34.7,27.5,21.9,17.5,13.8,3.7,Rubidoux,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,40140,"Riverside-San Bernardino-Ontario, CA",2021-10-31
1041,06,065,8001,88101,2,33.99958,-117.41601,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,60,95.0,Y,58,61,0,8,,,Certified,14.223333,8.613025,60.0,2020-09-12 00:00,30.3,2020-12-05 00:00,26.4,2020-11-14 00:00,25.5,2020-01-16 00:00,,,,,60.0,30.3,26.4,25.0,18.1,12.1,8.4,Rubidoux,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,40140,"Riverside-San Bernardino-Ontario, CA",2021-10-31
1048,06,067,0010,88101,3,38.56844,-121.49311,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,20,5.0,N,20,366,0,0,,,Certified,14.755,6.861907,30.7,2020-12-20 00:00,23.9,2020-12-24 00:00,23.8,2020-12-25 00:00,22.6,2020-12-21 00:00,,,,,30.7,30.7,30.7,23.9,19.9,13.5,7.8,Sacramento-1309 T Street,"1309 T ST., SACRAMENTO, CA. 95814",California,Sacramento,Sacramento,40900,"Sacramento--Roseville--Arden-Arcade, CA",2021-10-31
1054,06,067,0010,88101,1,38.56844,-121.49311,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,112,92.0,N,112,122,0,2,,,Certified,13.28125,15.947422,111.0,2020-09-12 00:00,76.8,2020-10-03 00:00,62.8,2020-09-06 00:00,54.4,2020-09-30 00:00,,,,,76.8,62.8,42.8,27.1,16.8,7.1,2.9,Sacramento-1309 T Street,"1309 T ST., SACRAMENTO, CA. 95814",California,Sacramento,Sacramento,40900,"Sacramento--Roseville--Arden-Arcade, CA",2021-10-31
1061,06,067,0015,88101,3,38.593322,-121.503795,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,1,0.0,N,1,366,0,0,,,Certified,10.0,0.0,10.0,2020-12-31 00:00,,,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,Sacramento-Bercut Drive,"100 Bercut Drive, Sacramento",California,Sacramento,Sacramento,40900,"Sacramento--Roseville--Arden-Arcade, CA",2021-10-31
1067,06,067,0015,88101,1,38.593322,-121.503795,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,102,84.0,N,102,122,0,14,,,Certified,14.023529,17.319503,121.3,2020-09-12 00:00,76.4,2020-10-03 00:00,62.8,2020-09-06 00:00,56.6,2020-09-30 00:00,,,,,76.4,62.8,51.8,26.4,16.8,7.8,3.6,Sacramento-Bercut Drive,"100 Bercut Drive, Sacramento",California,Sacramento,Sacramento,40900,"Sacramento--Roseville--Arden-Arcade, CA",2021-10-31
1074,06,053,1003,88101,3,36.694261,-121.623271,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,361,99.0,Y,361,366,0,0,,,Certified,6.888366,10.393191,87.0,2020-09-14 00:00,81.4,2020-08-21 00:00,75.9,2020-09-11 00:00,70.6,2020-09-13 00:00,,,,,70.6,44.2,18.2,10.9,7.3,4.8,1.2,Salinas 3,867 E. LAUREL Dr,California,Monterey,Salinas,41500,"Salinas, CA",2021-10-31
1080,06,053,1003,88101,2,36.694261,-121.623271,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,53,87.0,Y,53,61,0,0,,,Certified,8.460377,10.445487,77.7,2020-09-12 00:00,26.3,2020-09-06 00:00,15.2,2020-12-05 00:00,11.3,2020-09-30 00:00,,,,,77.7,26.3,15.2,10.4,8.9,6.8,3.2,Salinas 3,867 E. LAUREL Dr,California,Monterey,Salinas,41500,"Salinas, CA",2021-10-31
1087,06,009,0001,88101,3,38.20185,-120.680277,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,346,95.0,Y,346,366,0,0,,,Certified,12.74104,18.647185,134.2,2020-08-21 00:00,118.3,2020-08-20 00:00,117.5,2020-08-22 00:00,113.5,2020-08-23 00:00,,,,,113.5,96.6,44.7,20.2,11.3,7.9,3.7,San Andreas-Gold Strike Road,"501 GOLD STRIKE ROAD, SAN ANDREAS",California,Calaveras,San Andreas,,,2021-10-31
1093,06,071,9004,88101,1,34.106678,-117.274063,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,117,96.0,Y,117,122,0,8,,,Certified,12.267521,7.322224,56.6,2020-09-12 00:00,38.2,2020-09-15 00:00,25.7,2020-01-01 00:00,25.7,2020-07-05 00:00,,,,,38.2,25.7,24.3,20.5,15.1,11.7,4.5,San Bernardino,"24302 4TH ST., SAN BERNARDINO, CA.",California,San Bernardino,San Bernardino,40140,"Riverside-San Bernardino-Ontario, CA",2021-10-31
1099,06,073,1016,88101,1,32.845709,-117.123964,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,Met One E-SEQ-FRM PM2.5 with VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,120,98.0,Y,120,122,0,3,,,Certified,8.584167,5.53159,47.5,2020-09-15 00:00,30.4,2020-10-06 00:00,25.0,2020-10-03 00:00,16.4,2020-01-16 00:00,,,,,30.4,25.0,14.6,13.0,10.7,7.6,3.6,Kearny Villa Rd.,"6125A KEARNY VILLA RD., SAN DIEGO",California,San Diego,San Diego,41740,"San Diego-Carlsbad, CA",2021-10-31
1105,06,073,1016,88101,2,32.845709,-117.123964,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,Met One E-SEQ-FRM PM2.5 with VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,60,98.0,Y,60,61,0,3,,,Certified,8.981667,5.539274,36.2,2020-09-12 00:00,30.5,2020-10-06 00:00,16.4,2020-01-16 00:00,14.1,2020-09-06 00:00,,,,,36.2,30.5,16.4,13.5,10.6,7.9,4.1,Kearny Villa Rd.,"6125A KEARNY VILLA RD., SAN DIEGO",California,San Diego,San Diego,41740,"San Diego-Carlsbad, CA",2021-10-31
1111,06,073,1017,88101,1,32.985442,-117.08218,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,Met One E-SEQ-FRM PM2.5 with VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,122,99.0,Y,121,122,0,1,,,Certified,9.290164,5.567607,40.2,2020-09-15 00:00,33.5,2020-09-12 00:00,32.1,2020-10-06 00:00,26.0,2020-10-03 00:00,,,,,33.5,32.1,14.9,12.8,11.2,8.7,4.0,San Diego -Rancho Carmel Drive,11403 Rancho Carmel Drive,California,San Diego,San Diego,41740,"San Diego-Carlsbad, CA",2021-10-31
1117,06,073,1026,88101,1,32.710177,-117.142665,NAD83,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,Met One E-SEQ-FRM PM2.5 with VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,119,98.0,Y,119,122,0,3,,,Certified,10.705882,7.045606,51.9,2020-09-15 00:00,49.0,2020-09-12 00:00,31.7,2020-10-06 00:00,23.9,2020-02-18 00:00,,,,,49.0,31.7,21.0,16.4,12.3,9.7,4.3,San Diego - Sherman Elementary School,450B 24th Street,California,San Diego,San Diego,41740,"San Diego-Carlsbad, CA",2021-10-31
1124,06,075,0005,88101,3,37.765946,-122.399044,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,366,100.0,Y,366,366,0,0,,,Certified,10.525956,14.314507,147.3,2020-09-11 00:00,123.1,2020-09-10 00:00,111.7,2020-09-14 00:00,110.7,2020-09-13 00:00,,,,,110.7,39.7,23.2,17.5,11.7,7.6,3.3,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,41860,"San Francisco-Oakland-Hayward, CA",2021-10-31
1131,06,085,0005,88101,3,37.348497,-121.894898,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,359,98.0,Y,359,366,0,0,,,Certified,11.507242,14.427327,120.5,2020-09-11 00:00,113.8,2020-09-14 00:00,104.0,2020-09-12 00:00,103.2,2020-09-13 00:00,,,,,103.2,56.1,30.8,21.9,12.9,7.7,3.1,San Jose - Jackson,158B JACKSON ST,California,Santa Clara,San Jose,41940,"San Jose-Sunnyvale-Santa Clara, CA",2021-10-31
1137,06,085,0005,88101,1,37.348497,-121.894898,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2020,Micrograms/cubic meter (LC),No Events,123,99.0,Y,121,122,0,0,,,Certified,11.509756,12.178067,97.7,2020-09-12 00:00,73.3,2020-08-19 00:00,48.8,2020-08-22 00:00,37.1,2020-09-06 00:00,,,,,73.3,48.8,26.2,22.5,12.5,8.5,3.9,San Jose - Jackson,158B JACKSON ST,California,Santa Clara,San Jose,41940,"San Jose-Sunnyvale-Santa Clara, CA",2021-10-31
1144,06,085,0006,88101,3,37.338135,-121.849783,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,358,98.0,Y,358,366,0,0,,,Certified,12.493296,14.358109,123.1,2020-09-11 00:00,113.7,2020-09-14 00:00,105.1,2020-09-12 00:00,100.4,2020-09-13 00:00,,,,,100.4,51.8,34.7,21.8,13.0,8.7,4.6,San Jose - Knox Avenue,1007 Knox Ave,California,Santa Clara,San Jose,41940,"San Jose-Sunnyvale-Santa Clara, CA",2021-10-31
1151,06,079,2006,88101,3,35.25651,-120.6693,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,362,99.0,Y,362,366,0,0,,,Certified,7.96105,10.31092,113.7,2020-09-14 00:00,68.2,2020-09-13 00:00,65.8,2020-08-19 00:00,60.2,2020-09-15 00:00,,,,,60.2,47.3,19.7,11.9,8.2,5.8,2.6,San Luis Obispo,"3220 SOUTH HIGUERA STREET, SAN LUIS OBISPO",California,San Luis Obispo,San Luis Obispo,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",2021-10-31
1158,06,013,1004,88101,3,37.9604,-122.356811,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,357,98.0,Y,357,366,0,0,,,Certified,11.136415,13.535126,145.5,2020-09-11 00:00,106.3,2020-09-10 00:00,105.2,2020-09-14 00:00,99.7,2020-09-13 00:00,,,,,99.7,36.4,24.5,16.7,12.0,8.1,4.4,San Pablo,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,41860,"San Francisco-Oakland-Hayward, CA",2021-10-31
1165,06,041,0001,88101,3,37.97231,-122.520004,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,362,99.0,Y,362,366,0,0,,,Certified,8.639227,12.995533,155.5,2020-09-11 00:00,94.4,2020-09-12 00:00,87.5,2020-09-13 00:00,87.3,2020-09-10 00:00,,,,,87.3,40.9,20.2,14.7,8.3,5.8,2.8,San Rafael,534 4TH ST.,California,Marin,San Rafael,41860,"San Francisco-Oakland-Hayward, CA",2021-10-31
1172,06,083,0011,88101,3,34.427775,-119.691218,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,356,97.0,Y,356,366,0,0,,,Certified,9.295506,7.272494,63.0,2020-09-14 00:00,59.7,2020-09-15 00:00,47.0,2020-09-12 00:00,46.3,2020-09-13 00:00,,,,,46.3,29.2,20.3,14.4,11.0,7.9,3.3,Santa Barbara,700 E. CANON PERDIDO,California,Santa Barbara,Santa Barbara,42200,"Santa Maria-Santa Barbara, CA",2021-10-31
1179,06,083,1008,88101,3,34.942872,-120.435611,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,361,99.0,Y,361,366,0,0,,,Certified,7.954294,9.31403,88.4,2020-09-14 00:00,66.0,2020-09-13 00:00,65.4,2020-09-15 00:00,53.2,2020-09-12 00:00,,,,,53.2,35.6,21.5,13.2,8.6,6.0,1.8,Santa Maria,906 S BROADWAY - SANTA MARIA,California,Santa Barbara,Santa Maria,42200,"Santa Maria-Santa Barbara, CA",2021-10-31
1186,06,097,0004,88101,3,38.403765,-122.818294,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,359,98.0,Y,359,366,0,0,,,Certified,8.269638,12.273335,124.3,2020-09-11 00:00,123.5,2020-09-10 00:00,83.7,2020-09-13 00:00,75.7,2020-09-12 00:00,,,,,75.7,34.0,16.5,12.5,8.3,5.7,2.7,Sebastopol,"103 Morris Street,",California,Sonoma,Sebastopol,42220,"Santa Rosa, CA",2021-10-31
1193,06,111,2002,88101,3,34.276316,-118.683685,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,358,98.0,Y,358,366,0,0,,,Certified,7.622905,5.892979,34.9,2020-10-05 00:00,34.8,2020-10-03 00:00,33.2,2020-09-15 00:00,32.0,2020-09-12 00:00,,,,,32.0,27.4,18.3,13.8,10.2,6.7,1.4,Simi Valley-Cochran Street,"5400 COCHRAN STREET, SIMI VALLEY, CA  93063",California,Ventura,Simi Valley,37100,"Oxnard-Thousand Oaks-Ventura, CA",2021-10-31
1200,06,111,2002,88101,4,34.276316,-118.683685,NAD83,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),No Events,357,98.0,Y,357,366,0,0,,,Certified,6.867507,5.805427,34.9,2020-10-05 00:00,32.7,2020-10-03 00:00,32.2,2020-09-15 00:00,30.7,2020-09-12 00:00,,,,,30.7,26.3,17.1,13.3,9.1,6.0,0.8,Simi Valley-Cochran Street,"5400 COCHRAN STREET, SIMI VALLEY, CA  93063",California,Ventura,Simi Valley,37100,"Oxnard-Thousand Oaks-Ventura, CA",2021-10-31
1209,06,077,1002,88101,3,37.950741,-121.268523,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),Events Excluded,355,98.0,Y,358,366,0,0,,,Certified,13.58,16.535233,130.7,2020-09-12 00:00,122.2,2020-09-11 00:00,101.2,2020-09-13 00:00,96.5,2020-09-14 00:00,,,,,96.5,65.9,37.5,28.5,16.9,7.9,2.6,Stockton-Hazelton,"HAZELTON-HD, STOCKTON",California,San Joaquin,Stockton,44700,"Stockton-Lodi, CA",2021-10-31
1215,06,077,1002,88101,3,37.950741,-121.268523,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2020,Micrograms/cubic meter (LC),Events Inclucded,358,98.0,Y,358,366,0,0,,,Certified,14.14581,17.588632,130.7,2020-09-12 00:00,122.2,2020-09-11 00:00,101.2,2020-09-13 00:00,96.5,2020-09-14 00:00,,,,,96.5,80.6,39.2,30.6,17.4,8.0,2.8,Stockton-Hazelton,"HAZELTON-HD, STOCKTON",California,San Joaquin,Stockton,44700,"Stockton-Lodi, CA",2021-10-31
